5 DIgit NTD ID,Agency,Organization Type,Mode,Type of Service,Rail (Y/N),Primary UZA Code,Primary UZA Name,Primary UZA Sq Miles,Primary UZA Population,Service Area Sq Miles,Service Area Population,Year,Month,Vehicles,Vehicle Revenue Miles,Vehicle Revenue Hours,Ridership,Total Events,Total Fatalities,Total Injuries
40004,Metropolitan Transit Authority,Independent Public Agency or Authority of Transit Service,MB,DO,False,44.0,"Nashville-Davidson, TN",563.0,969587.0,484.0,655900.0,2016,4,124,476790,39520,774423,1,0,1
40004,Metropolitan Transit Authority,Independent Public Agency or Authority of Transit Service,MB,DO,False,44.0,"Nashville-Davidson, TN",563.0,969587.0,484.0,655900.0,2016,5,124,481653,39982,735581,1,0,5
40004,Metropolitan Transit Authority,Independent Public Agency or Authority of Transit Service,MB,DO,False,44.0,"Nashville-Davidson, TN",563.0,969587.0,484.0,655900.0,2016,6,124,484217,40117,704955,1,0,4
40004,Metropolitan Transit Authority,Independent Public Agency or Authority of Transit Service,CB,DO,False,44.0,"Nashville-Davidson, TN",563.0,969587.0,484.0,655900.0,2015,7,22,35574,1710,24000,0,0,0
40004,Metropolitan Transit Authority,Independent Public Agency or Authority of Transit Service,CB,DO,False,44.0,"Nashville-Davidson, TN",563.0,969587.0,484.0,655900.0,2015,8,22,34597,1700,34773,0,0,0
40004,Metropolitan Transit Authority,Independent Public Agency or Authority of Transit Service,CB,DO,False,44.0,"Nashville-Davidson, TN",563.0,969587.0,484.0,655900.0,2015,10,22,35764,1777,32213,0,0,0
40004,Metropolitan Transit Authority,Independent Public Agency or Authority of Transit Service,CB,DO,False,44.0,"Nashville-Davidson, TN",563.0,969587.0,484.0,655900.0,2015,11,22,32814,1634,29033,0,0,0
40004,Metropolitan Transit Authority,Independent Public Agency or Authority of Transit Service,CB,DO,False,44.0,"Nashville-Davidson, TN",563.0,969587.0,484.0,655900.0,2016,1,22,29994,1488,25188,0,0,0
40004,Metropolitan Transit Authority,Independent Public Agency or Authority of Transit Service,CB,DO,False,44.0,"Nashville-Davidson, TN",563.0,969587.0,484.0,655900.0,2016,2,22,34324,1710,29427,0,0,0
40004,Metropolitan Transit Authority,Independent Public Agency or Authority of Transit Service,CB,DO,False,44.0,"Nashville-Davidson, TN",563.0,969587.0,484.0,655900.0,2016,3,23,37596,1868,30397,0,0,0
