Fatalities_sum,Injuries_sum,Events_sum,VRM_sum,Ridership_sum,OT_A_Count,OT_B_Count,OT_C_Count,OT_D_Count,OT_E_Count,OT_F_Count,OT_G_Count,OT_H_Count,OT_I_Count,OT_J_Count,OT_OTHER_Count,ToS_DO_Count,ToS_PT_Count,ToS_TN_Count,ToS_TX_Count,P_UZA_SM_National,P_UZA_P_National,SA_SM_National,SA_P_National,M_CB,M_CR,M_DR,M_LR,M_MB,M_OTHER,M_VP,Safety Ratio
0,1,1,21604,485272,0.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,524.0,3281212.0,49.0,836620.0,0,0,0,0,0,1,0,9.25754489909276
0,0,0,27022412,38961111,16.0,0,0,4,1,3,0,0,0,0,0,7.0,17,0,0,22263.0,83838050.0,26062.0,68078501.0,0,1,0,0,0,0,0,0.0
0,69,49,59111274,7773311,258.0,216,9,2,6,8,10,0,3,2,5,218.0,231,0,70,75443.0,200741903.0,144310.0,117873909.0,0,0,1,0,0,0,0,0.1996235100600268
10,34,48,53967804,309827385,11.0,1,0,2,0,1,0,0,0,0,0,14.0,1,0,0,19569.0,72751547.0,11795.0,44594199.0,0,0,0,0,0,1,0,0.17047200957074332
3,49,34,8307912,37788491,16.0,2,0,1,3,1,0,0,0,0,0,21.0,2,0,0,22114.0,80454272.0,24648.0,61992555.0,0,0,0,1,0,0,0,1.0351578110119606
8,633,364,138011244,394917517,226.0,192,4,6,5,10,3,3,8,4,6,301.0,166,0,0,75241.0,201015396.0,137156.0,119598345.0,0,0,0,0,1,0,0,0.7282015369704224
0,0,0,404559,1925033,3.0,2,0,0,0,0,1,0,1,0,0,4.0,3,0,0,5094.0,18598654.0,1575.0,6764825.0,0,0,0,0,0,1,0,0.0
0,12,4,654882,4521381,8.0,1,0,0,0,1,0,0,0,0,0,9.0,1,0,0,10002.0,42461748.0,9409.0,27331068.0,0,0,0,0,0,1,0,2.4431882384918198
0,21,5,484579,4002651,5.0,6,0,0,0,0,1,0,0,0,0,10.0,2,0,0,8185.0,24554116.0,3570.0,10094638.0,0,0,0,0,0,1,0,5.365482202076442
0,4,3,840963,7143753,3.0,2,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5739.0,16687282.0,6540.0,10319565.0,0,0,0,0,0,1,0,0.832379070185014
0,0,0,2208,124263,0.0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,524.0,1849898.0,11.0,72832.0,0,0,0,0,0,1,0,0.0
0,1,1,16703284,2719185,40.0,11,6,1,2,0,1,1,0,10,1,43.0,30,0,0,39212.0,121647343.0,75338.0,101052295.0,0,0,0,0,0,0,1,0.01197369331683518
0,0,0,237723,572669,4.0,0,0,0,1,0,0,0,0,0,0,0.0,5,0,0,5374.0,24886529.0,6954.0,14401992.0,0,0,0,0,0,1,0,0.0
0,6,5,10575251,7362735,54.0,26,1,3,1,1,0,17,0,1,1,51.0,54,0,0,35815.0,114301343.0,52446.0,57804125.0,1,0,0,0,0,0,0,0.1040164436758995
0,2,2,18183,437768,0.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,524.0,3281212.0,49.0,836620.0,0,0,0,0,0,1,0,21.998570092943957
0,0,0,29297653,41768976,16.0,0,0,4,1,3,0,0,0,0,0,7.0,17,0,0,22263.0,83838050.0,26062.0,68078501.0,0,1,0,0,0,0,0,0.0
5,58,44,62610186,8235691,258.0,215,9,2,6,8,10,0,3,2,5,218.0,231,0,69,75443.0,200741903.0,144308.0,118026251.0,0,0,1,0,0,0,0,0.17089870967640952
7,51,60,58217611,323170273,11.0,1,0,2,0,1,0,0,0,0,0,14.0,1,0,0,19569.0,72751547.0,11795.0,44594199.0,0,0,0,0,0,1,0,0.20268780867699981
4,31,31,8841941,38076694,16.0,2,0,1,3,1,0,0,0,0,0,21.0,2,0,0,22114.0,80454272.0,24648.0,61992555.0,0,0,0,1,0,0,0,0.7464424383741081
5,667,384,148180804,399678857,226.0,192,4,6,5,10,3,3,8,4,6,301.0,166,0,0,75241.0,201015396.0,137156.0,119598345.0,0,0,0,0,1,0,0,0.7126429142603383
0,0,0,408740,1888505,3.0,2,0,0,0,0,1,0,1,0,0,4.0,3,0,0,5094.0,18598654.0,1575.0,6764825.0,0,0,0,0,0,1,0,0.0
0,6,5,680054,4463041,8.0,1,0,0,0,1,0,0,0,0,0,9.0,1,0,0,10002.0,42461748.0,9409.0,27331068.0,0,0,0,0,0,1,0,1.6175186088163587
0,8,6,508513,4036857,5.0,7,0,0,0,0,1,0,0,0,0,11.0,2,0,0,10830.0,29069535.0,3702.0,10542478.0,0,0,0,0,0,1,0,2.7531252888323405
0,3,2,866460,7182834,3.0,2,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5739.0,16687282.0,6540.0,10319565.0,0,0,0,0,0,1,0,0.577060683701498
0,0,0,2646,132766,0.0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,524.0,1849898.0,11.0,72832.0,0,0,0,0,0,1,0,0.0
0,0,0,18533567,2965676,40.0,11,6,1,2,0,1,1,0,10,1,43.0,30,0,0,39212.0,121647343.0,75338.0,101052295.0,0,0,0,0,0,0,1,0.0
0,0,0,258363,545538,4.0,0,0,0,1,0,0,0,0,0,0,0.0,5,0,0,5374.0,24886529.0,6954.0,14401992.0,0,0,0,0,0,1,0,0.0
1,8,6,9934734,7238418,54.0,28,2,3,1,1,0,14,0,1,0,50.0,54,0,0,35198.0,112460839.0,55815.0,61183699.0,1,0,0,0,0,0,0,0.1509854214516463
0,0,2,23284,442112,0.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,524.0,3281212.0,49.0,836620.0,0,0,0,0,0,1,0,8.589589417625838
0,0,0,28139665,38900460,16.0,0,0,4,1,3,0,0,0,0,0,7.0,17,0,0,22263.0,83838050.0,26058.0,68138458.0,0,1,0,0,0,0,0,0.0
0,81,84,60179843,7969774,257.0,217,10,2,6,8,11,0,3,2,4,219.0,233,0,68,75767.0,201419437.0,147665.0,117990588.0,0,0,1,0,0,0,0,0.2741781828842591
10,155,87,55969708,292505519,11.0,1,0,2,0,1,0,0,0,0,0,14.0,1,0,0,19569.0,72751547.0,10720.0,39456257.0,0,0,0,0,0,1,0,0.45024354960008006
2,41,76,8728396,37135367,16.0,2,0,1,3,1,0,0,0,0,0,21.0,2,0,0,22114.0,80454272.0,24644.0,62032066.0,0,0,0,1,0,0,0,1.363366190076619
10,748,471,145910276,388019558,228.0,196,5,6,5,10,4,3,8,4,4,303.0,170,0,0,75565.0,201692930.0,140979.0,119010929.0,0,0,0,0,1,0,0,0.8422984547023954
0,0,1,433396,2094505,3.0,2,0,0,0,0,1,0,1,0,0,4.0,3,0,0,5094.0,18598654.0,1575.0,6764825.0,0,0,0,0,0,1,0,0.23073586281368544
0,16,6,678284,4280841,8.0,1,0,0,0,1,0,0,0,0,0,9.0,1,0,0,10002.0,42461748.0,9533.0,27430727.0,0,0,0,0,0,1,0,3.2434791326347074
0,22,30,508257,4013278,5.0,7,0,0,0,0,1,0,0,0,0,11.0,2,0,0,10830.0,29069535.0,3678.0,10592442.0,0,0,0,0,0,1,0,10.23104453062132
2,8,9,890616,7254039,3.0,2,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5739.0,16687282.0,6540.0,10419440.0,0,0,0,0,0,1,0,2.1333548914459204
0,0,0,2506,136604,0.0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,524.0,1849898.0,11.0,72832.0,0,0,0,0,0,1,0,0.0
0,2,5,18798656,3066501,41.0,12,6,1,2,0,1,1,0,10,0,43.0,31,0,0,39332.0,121967412.0,76303.0,102381754.0,0,0,0,0,0,0,1,0.03723670458143391
2,7,3,254648,553055,4.0,0,0,0,1,0,0,0,0,0,0,0.0,5,0,0,5374.0,24886529.0,6954.0,14401992.0,0,0,0,0,0,1,0,4.712387295403852
0,1,6,9314382,7016315,53.0,28,2,3,1,1,0,14,0,1,0,50.0,53,0,0,35127.0,112289494.0,55741.0,61051199.0,1,0,0,0,0,0,0,0.07515259734891698
0,0,1,20942,384455,0.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,524.0,3281212.0,49.0,836620.0,0,0,0,0,0,1,0,4.775093114315729
0,0,0,26079414,35658759,16.0,0,0,4,1,3,0,0,0,0,0,7.0,17,0,0,22263.0,83838050.0,26058.0,68138458.0,0,1,0,0,0,0,0,0.0
0,73,68,57618278,7592022,258.0,217,10,2,6,8,11,0,3,2,4,219.0,234,0,68,75767.0,201419437.0,147665.0,117990588.0,0,0,1,0,0,0,0,0.2447140124527845
9,47,63,50563711,276395811,11.0,1,0,2,0,1,0,0,0,0,0,14.0,1,0,0,19569.0,72751547.0,10720.0,39456257.0,0,0,0,0,0,1,0,0.23534665009061537
4,23,76,7871145,34978391,16.0,2,0,1,3,1,0,0,0,0,0,21.0,2,0,0,22114.0,80454272.0,24644.0,62032066.0,0,0,0,1,0,0,0,1.3085770875774745
2,641,427,135941633,373955535,228.0,195,5,6,5,10,4,3,8,4,4,303.0,169,0,0,75565.0,201692930.0,141123.0,119431187.0,0,0,0,0,1,0,0,0.7871025059703379
0,0,0,401109,1797025,3.0,2,0,0,0,0,1,0,1,0,0,4.0,3,0,0,5094.0,18598654.0,1575.0,6764825.0,0,0,0,0,0,1,0,0.0
0,0,0,617693,4003195,8.0,1,0,0,0,1,0,0,0,0,0,9.0,1,0,0,10002.0,42461748.0,9533.0,27430727.0,0,0,0,0,0,1,0,0.0
1,11,24,447192,3658484,5.0,7,0,0,0,0,1,0,0,0,0,11.0,2,0,0,10830.0,29069535.0,3678.0,10592442.0,0,0,0,0,0,1,0,8.050233456770247
0,9,10,825367,6741783,3.0,2,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5739.0,16687282.0,6540.0,10419440.0,0,0,0,0,0,1,0,2.30200625903386
0,0,0,2246,131753,0.0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,524.0,1849898.0,11.0,72832.0,0,0,0,0,0,1,0,0.0
0,1,1,17812804,2920093,42.0,12,6,1,2,0,1,1,0,10,0,43.0,32,0,0,39367.0,122039369.0,76332.0,102447514.0,0,0,0,0,0,0,1,0.011227878552977959
1,0,1,242749,550693,4.0,0,0,0,1,0,0,0,0,0,0,0.0,5,0,0,5374.0,24886529.0,6954.0,14401992.0,0,0,0,0,0,1,0,0.8238962879352748
0,11,11,10512941,8081708,53.0,28,2,3,1,1,0,14,0,1,0,50.0,53,0,0,35127.0,112289494.0,55741.0,61051199.0,1,0,0,0,0,0,0,0.20926589429161643
0,0,2,25369,542489,0.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,524.0,3281212.0,49.0,836620.0,0,0,0,0,0,1,0,7.883637510347274
0,0,0,28951328,40813325,16.0,0,0,4,1,3,0,0,0,0,0,7.0,17,0,0,22263.0,83838050.0,26058.0,68138458.0,0,1,0,0,0,0,0,0.0
0,88,81,65947075,8767746,257.0,217,10,2,6,8,11,0,3,2,4,219.0,234,0,67,75767.0,201419437.0,147665.0,117990588.0,0,0,1,0,0,0,0,0.25626610429651353
11,49,73,57703293,335095110,11.0,1,0,2,0,1,0,0,0,0,0,14.0,1,0,0,19569.0,72751547.0,10720.0,39456257.0,0,0,0,0,0,1,0,0.2304894453770602
1,47,79,8883859,40364264,16.0,2,0,1,3,1,0,0,0,0,0,21.0,2,0,0,22114.0,80454272.0,24644.0,62032066.0,0,0,0,1,0,0,0,1.429558933792173
7,726,504,150475360,425501877,229.0,195,5,6,5,10,4,3,8,4,4,303.0,170,0,0,75565.0,201692930.0,141095.0,119347528.0,0,0,0,0,1,0,0,0.8220614989723234
0,0,0,430085,2164646,3.0,2,0,0,0,0,1,0,1,0,0,5.0,2,0,0,5094.0,18598654.0,1575.0,6764825.0,0,0,0,0,0,1,0,0.0
0,3,3,701934,4735527,8.0,1,0,1,0,1,0,0,0,0,0,10.0,1,0,0,10518.0,43386607.0,10197.0,28282262.0,0,0,0,0,0,1,0,0.8547812187470617
0,4,21,514542,4521587,5.0,7,0,0,0,0,1,0,0,0,0,11.0,2,0,0,10830.0,29069535.0,3678.0,10592442.0,0,0,0,0,0,1,0,4.858689863995553
0,6,4,904519,7571850,3.0,2,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5739.0,16687282.0,6540.0,10419440.0,0,0,0,0,0,1,0,1.1055599716534423
0,0,0,2685,158105,0.0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,524.0,1849898.0,11.0,72832.0,0,0,0,0,0,1,0,0.0
0,1,4,19503210,3249491,42.0,12,6,1,2,0,1,1,0,10,0,43.0,32,0,0,39367.0,122039369.0,76332.0,102447514.0,0,0,0,0,0,0,1,0.02563680542843973
0,0,0,272069,685157,4.0,0,0,0,1,0,0,0,0,0,0,0.0,5,0,0,5374.0,24886529.0,6954.0,14401992.0,0,0,0,0,0,1,0,0.0
0,1,5,10480128,7998814,52.0,28,2,3,1,1,0,14,0,1,0,49.0,53,0,0,35107.0,112230275.0,53623.0,60519173.0,1,0,0,0,0,0,0,0.057251209145537156
0,1,3,24091,506316,0.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,524.0,3281212.0,49.0,836620.0,0,0,0,0,0,1,0,16.60371092939272
0,0,0,28836840,41314438,16.0,0,0,4,1,3,0,0,0,0,0,7.0,17,0,0,22263.0,83838050.0,26058.0,68138458.0,0,1,0,0,0,0,0,0.0
0,93,79,66416586,8828694,260.0,218,10,2,6,4,11,0,3,2,4,218.0,234,0,68,75705.0,201302109.0,145866.0,117684743.0,0,0,1,0,0,0,0,0.2589714563166496
5,49,58,57154131,332990052,11.0,1,0,2,0,1,0,0,0,0,0,14.0,1,0,0,19569.0,72751547.0,10720.0,39456257.0,0,0,0,0,0,1,0,0.1959613382976639
5,25,58,8893823,40003846,16.0,2,0,1,3,1,0,0,0,0,0,21.0,2,0,0,22114.0,80454272.0,24644.0,62032066.0,0,0,0,1,0,0,0,0.9894507682466808
12,700,436,149121200,421712772,230.0,195,5,6,5,6,4,3,8,4,4,300.0,170,0,0,75503.0,201575602.0,139406.0,119303967.0,0,0,0,0,1,0,0,0.7698435903144557
0,0,1,432694,2093645,3.0,2,0,0,0,0,1,0,1,0,0,5.0,2,0,0,5094.0,18598654.0,1575.0,6764825.0,0,0,0,0,0,1,0,0.2311102072134118
0,2,4,737837,4719486,8.0,1,0,1,0,1,0,0,0,0,0,10.0,1,0,0,10518.0,43386607.0,10197.0,28282262.0,0,0,0,0,0,1,0,0.8131877365868071
0,1,18,509519,4401691,6.0,7,0,0,0,0,1,0,0,0,0,12.0,2,0,0,10830.0,29069535.0,4000.0,11760404.0,0,0,0,0,0,1,0,3.729007161656386
1,10,4,907261,7513241,3.0,2,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5739.0,16687282.0,6540.0,10419440.0,0,0,0,0,0,1,0,1.6533279838987898
0,0,0,2708,163176,0.0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,524.0,1849898.0,11.0,72832.0,0,0,0,0,0,1,0,0.0
0,3,3,19599605,3184300,42.0,12,6,1,2,0,1,1,0,10,0,43.0,32,0,0,39367.0,122039369.0,74344.0,102121496.0,0,0,0,0,0,0,1,0.03061286184083812
0,0,0,260547,645060,4.0,0,0,0,1,0,0,0,0,0,0,0.0,5,0,0,5374.0,24886529.0,6954.0,14401992.0,0,0,0,0,0,1,0,0.0
0,8,8,9988572,7506503,52.0,28,2,3,1,1,0,14,0,1,0,49.0,53,0,0,35107.0,112230275.0,53623.0,60519173.0,1,0,0,0,0,0,0,0.1601830571977656
0,0,0,26634,571399,0.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,524.0,3281212.0,49.0,836620.0,0,0,0,0,0,1,0,0.0
0,0,0,28135233,40024513,16.0,0,0,4,1,3,0,0,0,0,0,7.0,17,0,0,22263.0,83838050.0,26058.0,68138458.0,0,1,0,0,0,0,0,0.0
0,103,81,63858403,8414633,261.0,218,10,2,6,4,11,0,3,2,4,220.0,233,0,68,75705.0,201302109.0,145820.0,117472350.0,0,0,1,0,0,0,0,0.2881374906917105
5,56,69,55750718,322735932,11.0,1,0,2,0,1,0,0,0,0,0,14.0,1,0,0,19569.0,72751547.0,10720.0,39456257.0,0,0,0,0,0,1,0,0.23318085338380753
2,42,56,8870988,38710630,16.0,2,0,1,3,1,0,0,0,0,0,21.0,2,0,0,22114.0,80454272.0,24644.0,62032066.0,0,0,0,1,0,0,0,1.1272701529976143
5,754,473,144527243,405593272,230.0,195,5,6,5,6,4,3,8,4,4,300.0,170,0,0,75503.0,201575602.0,139406.0,119303967.0,0,0,0,0,1,0,0,0.8524344437954856
0,0,1,391011,1803038,3.0,2,0,0,0,0,1,0,1,0,0,5.0,2,0,0,5094.0,18598654.0,1575.0,6764825.0,0,0,0,0,0,1,0,0.25574728076703723
0,4,2,729708,4729512,8.0,1,0,1,0,1,0,0,0,0,0,10.0,1,0,0,10518.0,43386607.0,10197.0,28282262.0,0,0,0,0,0,1,0,0.8222467069019388
0,7,19,499534,4439635,6.0,7,0,0,0,0,1,0,0,0,0,12.0,2,0,0,10830.0,29069535.0,4000.0,11760404.0,0,0,0,0,0,1,0,5.204850921058426
0,4,3,878481,7305090,3.0,2,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5739.0,16687282.0,6540.0,10419440.0,0,0,0,0,0,1,0,0.7968299826632562
0,0,0,2565,151262,0.0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,524.0,1849898.0,11.0,72832.0,0,0,0,0,0,1,0,0.0
0,0,3,18272746,2950445,42.0,12,6,1,2,0,1,1,0,10,0,43.0,32,0,0,39367.0,122039369.0,74344.0,102121496.0,0,0,0,0,0,0,1,0.01641789362146226
0,0,1,251746,588731,4.0,0,0,0,1,0,0,0,0,0,0,0.0,5,0,0,5374.0,24886529.0,6954.0,14401992.0,0,0,0,0,0,1,0,0.3972257751861003
0,8,5,10636236,8075115,52.0,28,2,3,1,1,0,14,0,1,0,49.0,53,0,0,35107.0,112230275.0,53623.0,60519173.0,1,0,0,0,0,0,0,0.1222236889064891
0,0,1,25152,594283,0.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,524.0,3281212.0,49.0,836620.0,0,0,0,0,0,1,0,3.975826972010178
0,0,0,28716190,42434637,16.0,0,0,4,1,3,0,0,0,0,0,7.0,17,0,0,22263.0,83838050.0,26058.0,68138458.0,0,1,0,0,0,0,0,0.0
1,101,92,65048092,8575768,261.0,218,10,2,6,4,11,0,3,2,4,220.0,233,0,68,75705.0,201302109.0,145820.0,117472350.0,0,0,1,0,0,0,0,0.29824087691918777
9,53,73,56231001,335571902,11.0,1,0,2,0,1,0,0,0,0,0,14.0,1,0,0,19569.0,72751547.0,10720.0,39456257.0,0,0,0,0,0,1,0,0.2400810897888871
5,36,82,8931380,39536194,16.0,2,0,1,3,1,0,0,0,0,0,21.0,2,0,0,22114.0,80454272.0,24644.0,62032066.0,0,0,0,1,0,0,0,1.3771667984118916
4,783,505,147163660,395287569,230.0,195,5,6,5,6,4,3,8,4,4,300.0,170,0,0,75503.0,201575602.0,139406.0,119303967.0,0,0,0,0,1,0,0,0.8779341312930108
0,0,0,337168,1836508,3.0,2,0,0,0,0,1,0,1,0,0,5.0,2,0,0,5094.0,18598654.0,1575.0,6764825.0,0,0,0,0,0,1,0,0.0
0,14,9,735021,4573696,8.0,1,0,1,0,1,0,0,0,0,0,10.0,1,0,0,10518.0,43386607.0,10197.0,28282262.0,0,0,0,0,0,1,0,3.129162296043242
0,4,16,431488,4061341,6.0,7,0,0,0,0,1,0,0,0,0,12.0,2,0,0,10830.0,29069535.0,4000.0,11760404.0,0,0,0,0,0,1,0,4.635123108869771
0,0,0,890401,7200588,3.0,2,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5739.0,16687282.0,6540.0,10419440.0,0,0,0,0,0,1,0,0.0
0,0,0,2728,172049,0.0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,524.0,1849898.0,11.0,72832.0,0,0,0,0,0,1,0,0.0
0,5,5,19258486,3192306,42.0,12,6,1,2,0,1,1,0,10,0,43.0,32,0,0,39367.0,122039369.0,74344.0,102121496.0,0,0,0,0,0,0,1,0.051925161718319915
1,1,2,249535,614851,4.0,0,0,0,1,0,0,0,0,0,0,0.0,5,0,0,5374.0,24886529.0,6954.0,14401992.0,0,0,0,0,0,1,0,1.6029815456749554
0,19,9,11022832,8089736,53.0,28,2,3,1,1,0,14,0,1,0,49.0,54,0,0,35088.0,112244414.0,55248.0,61102999.0,1,0,0,0,0,0,0,0.25401820512187795
0,3,4,22756,653431,0.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,524.0,3281212.0,49.0,866583.0,0,0,0,0,0,1,0,30.761117946915096
0,0,0,29695536,43325869,16.0,0,0,4,1,3,0,0,0,0,0,7.0,17,0,0,22263.0,83838050.0,26058.0,66486296.0,0,1,0,0,0,0,0,0.0
0,96,75,65336937,8548625,270.0,217,10,2,6,4,9,0,3,2,1,220.0,237,0,67,75586.0,201367348.0,147327.0,117438720.0,0,0,1,0,0,0,0,0.2617202578688376
7,55,71,57432068,343093580,11.0,1,0,2,0,1,0,0,0,0,0,14.0,1,0,0,19569.0,72751547.0,10790.0,39651609.0,0,0,0,0,0,1,0,0.2315779400456205
3,35,79,9291240,42349911,16.0,2,0,1,3,1,0,0,0,0,0,21.0,2,0,0,22114.0,80454272.0,24644.0,62146625.0,0,0,0,1,0,0,0,1.2592506489984114
7,696,492,150666836,394311608,233.0,196,6,6,5,6,4,3,9,4,2,301.0,173,0,0,75350.0,201570298.0,138257.0,117754690.0,0,0,0,0,1,0,0,0.7931407015144328
0,0,1,365481,2098680,3.0,2,0,0,0,0,1,0,1,0,0,5.0,2,0,0,5094.0,18598654.0,1575.0,6764825.0,0,0,0,0,0,1,0,0.2736120345517277
0,11,7,759956,4611233,8.0,1,0,1,0,1,0,0,0,0,0,10.0,1,0,0,10518.0,43386607.0,10197.0,28282262.0,0,0,0,0,0,1,0,2.368558179684087
0,6,17,363538,3451726,6.0,8,0,0,0,0,1,0,0,0,0,13.0,2,0,0,11571.0,30318977.0,4669.0,12897930.0,0,0,0,0,0,1,0,6.326711375427053
1,1,2,931395,7975027,3.0,2,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5739.0,16687282.0,6540.0,10468719.0,0,0,0,0,0,1,0,0.4294633318838946
0,0,0,2783,190303,0.0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,524.0,1849898.0,11.0,72832.0,0,0,0,0,0,1,0,0.0
0,1,7,19590764,3134482,42.0,12,6,1,2,0,1,1,0,10,0,42.0,33,0,0,39367.0,122039369.0,74891.0,99501926.0,0,0,0,0,0,0,1,0.04083556925089803
0,0,0,259614,638212,4.0,0,0,0,1,0,0,0,0,0,0,0.0,5,0,0,5374.0,24886529.0,6954.0,14401992.0,0,0,0,0,0,1,0,0.0
1,7,8,10671942,7849640,53.0,27,2,3,1,1,0,14,0,1,0,49.0,53,0,0,35088.0,112244414.0,55248.0,61102999.0,1,0,0,0,0,0,0,0.149925852295674
0,0,2,20757,659684,0.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,524.0,3281212.0,49.0,866583.0,0,0,0,0,0,1,0,9.635303752950813
0,0,0,28914194,41012564,16.0,0,0,4,1,3,0,0,0,0,0,7.0,17,0,0,22263.0,83838050.0,26058.0,66486296.0,0,1,0,0,0,0,0,0.0
2,75,91,63718748,8340567,270.0,217,10,2,6,4,9,0,3,2,1,220.0,237,0,67,75586.0,201367348.0,147327.0,117438720.0,0,0,1,0,0,0,0,0.2636586644797227
6,47,65,56219404,298354832,11.0,1,0,2,0,1,0,0,0,0,0,14.0,1,0,0,19569.0,72751547.0,10790.0,39651609.0,0,0,0,0,0,1,0,0.20989194406970235
3,39,74,9063954,42006303,16.0,2,0,1,3,1,0,0,0,0,0,21.0,2,0,0,22114.0,80454272.0,24644.0,62146625.0,0,0,0,1,0,0,0,1.2797946679782355
6,695,467,148308065,393280682,233.0,196,6,6,5,6,4,3,9,4,2,301.0,173,0,0,75350.0,201570298.0,138257.0,117754690.0,0,0,0,0,1,0,0,0.7875498881331909
0,0,0,445296,2197592,3.0,2,0,0,0,0,1,0,1,0,0,5.0,2,0,0,5094.0,18598654.0,1575.0,6764825.0,0,0,0,0,0,1,0,0.0
0,4,4,749974,4557017,8.0,1,0,1,0,1,0,0,0,0,0,10.0,1,0,0,10518.0,43386607.0,10197.0,28282262.0,0,0,0,0,0,1,0,1.0667036457263852
1,7,24,347758,3300637,6.0,8,0,0,0,0,1,0,0,0,0,13.0,2,0,0,11571.0,30318977.0,4669.0,12897930.0,0,0,0,0,0,1,0,9.201801252595196
0,3,3,914973,7995343,3.0,2,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5739.0,16687282.0,6540.0,10468719.0,0,0,0,0,0,1,0,0.6557570551262168
0,0,0,2689,193628,0.0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,524.0,1849898.0,11.0,72832.0,0,0,0,0,0,1,0,0.0
0,1,4,18783287,3044667,42.0,12,6,1,2,0,1,1,0,10,0,42.0,33,0,0,39367.0,122039369.0,74891.0,99501926.0,0,0,0,0,0,0,1,0.02661940905231337
0,3,2,261871,642957,4.0,0,0,0,1,0,0,0,0,0,0,0.0,5,0,0,5374.0,24886529.0,6954.0,14401992.0,0,0,0,0,0,1,0,1.9093370399929737
0,11,12,10416096,7728621,53.0,27,2,3,1,1,0,14,0,1,0,49.0,53,0,0,35088.0,112244414.0,55248.0,61106568.0,1,0,0,0,0,0,0,0.22081209696992038
0,1,1,22010,542322,0.0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,524.0,3281212.0,49.0,866583.0,0,0,0,0,0,1,0,9.086778736937756
0,0,0,28365888,41539615,16.0,0,0,4,1,3,0,0,0,0,0,7.0,17,0,0,22263.0,83838050.0,26058.0,66486296.0,0,1,0,0,0,0,0,0.0
1,83,83,64900262,8508343,270.0,216,11,2,6,4,9,0,3,2,1,220.0,237,0,67,75586.0,201367348.0,147335.0,117560022.0,0,0,1,0,0,0,0,0.2573179134469442
9,54,65,55404086,324530400,11.0,1,0,2,0,1,0,0,0,0,0,14.0,1,0,0,19569.0,72751547.0,10790.0,39651609.0,0,0,0,0,0,1,0,0.23102989191086015
3,21,61,9093442,43172808,16.0,2,0,1,3,1,0,0,0,0,0,21.0,2,0,0,22114.0,80454272.0,24644.0,62146625.0,0,0,0,1,0,0,0,0.9347395628629951
10,787,522,147192214,422482458,233.0,196,6,6,5,6,4,3,9,4,2,301.0,173,0,0,75350.0,201570298.0,138265.0,117876756.0,0,0,0,0,1,0,0,0.8961071813214251
0,4,1,474596,2170521,3.0,2,0,0,0,0,1,0,1,0,0,5.0,2,0,0,5094.0,18598654.0,1575.0,6764825.0,0,0,0,0,0,1,0,1.05352763192273
0,9,8,724016,4780885,8.0,1,0,1,0,1,0,0,0,0,0,10.0,1,0,0,10518.0,43386607.0,10197.0,28282262.0,0,0,0,0,0,1,0,2.3480144085213586
0,6,14,498956,3961717,6.0,8,0,0,0,0,1,0,0,0,0,13.0,2,0,0,11571.0,30318977.0,4669.0,12897930.0,0,0,0,0,0,1,0,4.00836947546477
0,18,5,917182,8026261,3.0,2,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5739.0,16687282.0,6540.0,10468719.0,0,0,0,0,0,1,0,2.5076811363502554
0,0,0,2646,190832,0.0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,524.0,1849898.0,11.0,72832.0,0,0,0,0,0,1,0,0.0
0,6,2,18625553,3091930,42.0,12,6,1,2,0,1,1,0,10,0,42.0,33,0,0,39367.0,122039369.0,74891.0,99501926.0,0,0,0,0,0,0,1,0.042951744842153146
